# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_sequence_feature	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ITGB2	ENSG00000160255	ENST00000397852	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ITGB2	ENSG00000160255	ENST00000397854	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ITGB2	ENSG00000160255	ENST00000397857	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ITGB2	ENSG00000160255	ENST00000475170	retained_intron	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ITGB2	ENSG00000160255	ENST00000479202	retained_intron	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ITGB2	ENSG00000160255	ENST00000498666	retained_intron	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ITGB2	ENSG00000160255	ENST00000523323	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ITSN1	ENSG00000205726	ENST00000379960	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ITSN1	ENSG00000205726	ENST00000381283	protein_coding	2	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0
ITSN1	ENSG00000205726	ENST00000381285	protein_coding	2	0	0	4	0	0	0	0	0	2	4	0	0	0	0	0	0	0
ITSN1	ENSG00000205726	ENST00000381291	protein_coding	2	2	0	4	0	0	0	0	0	2	4	0	0	2	0	0	0	0
ITSN1	ENSG00000205726	ENST00000381318	protein_coding	2	2	0	4	0	0	0	0	0	2	4	0	0	2	0	0	0	0
ITSN1	ENSG00000205726	ENST00000399338	protein_coding	2	2	0	4	0	0	0	0	0	2	4	0	0	2	0	0	0	0
ITSN1	ENSG00000205726	ENST00000399349	protein_coding	2	2	0	4	0	0	0	0	0	2	4	0	0	2	0	0	0	0
ITSN1	ENSG00000205726	ENST00000399352	protein_coding	2	2	0	4	0	0	0	0	0	2	4	0	0	2	0	0	0	0
ITSN1	ENSG00000205726	ENST00000399353	protein_coding	2	2	0	4	0	0	0	0	0	2	4	0	0	2	0	0	0	0
ITSN1	ENSG00000205726	ENST00000399355	protein_coding	2	0	0	4	0	0	0	0	0	2	4	0	0	0	0	0	0	0
ITSN1	ENSG00000205726	ENST00000399367	protein_coding	2	2	0	4	0	0	0	0	0	2	4	0	0	2	0	0	0	0
ITSN1	ENSG00000205726	ENST00000419241	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ITSN1	ENSG00000205726	ENST00000440794	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ITSN1	ENSG00000205726	ENST00000444491	protein_coding	2	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0
ITSN1	ENSG00000205726	ENST00000451686	protein_coding	2	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0
ITSN1	ENSG00000205726	ENST00000465143	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ITSN1	ENSG00000205726	ENST00000470742	processed_transcript	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
JAM2	ENSG00000154721	ENST00000312957	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
JAM2	ENSG00000154721	ENST00000400532	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
JAM2	ENSG00000154721	ENST00000460679	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
JAM2	ENSG00000154721	ENST00000480456	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
KCNJ15	ENSG00000157551	ENST00000328656	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNJ15	ENSG00000157551	ENST00000398925	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
KCNJ15	ENSG00000157551	ENST00000398927	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
KCNJ15	ENSG00000157551	ENST00000398928	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
KCNJ15	ENSG00000157551	ENST00000398930	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNJ15	ENSG00000157551	ENST00000398932	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNJ15	ENSG00000157551	ENST00000398934	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNJ15	ENSG00000157551	ENST00000398938	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNJ15	ENSG00000157551	ENST00000417042	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
KCNJ15	ENSG00000157551	ENST00000419868	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
KCNJ15	ENSG00000157551	ENST00000438657	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
KCNJ15	ENSG00000157551	ENST00000443341	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
KCNJ15	ENSG00000157551	ENST00000547341	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
KCNJ15	ENSG00000157551	ENST00000547595	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
KCNJ15	ENSG00000157551	ENST00000548700	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
KCNJ15	ENSG00000157551	ENST00000549158	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
KCNJ15	ENSG00000157551	ENST00000549805	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
KCNJ15	ENSG00000157551	ENST00000549932	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
KCNJ15	ENSG00000157551	ENST00000551422	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
KCNJ15	ENSG00000157551	ENST00000612702	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNJ15	ENSG00000157551	ENST00000613499	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP10-12	ENSG00000189169	ENST00000400365	protein_coding	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
KRTAP10-12	ENSG00000189169	ENST00000618832	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
KRTAP10-13P	ENSG00000236382	ENST00000412914	unprocessed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
KRTAP10-4	ENSG00000215454	ENST00000400374	protein_coding	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
KRTAP10-6	ENSG00000188155	ENST00000400368	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
KRTAP10-6	ENSG00000188155	ENST00000622352	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
KRTAP23-1	ENSG00000186980	ENST00000334160	protein_coding	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
KRTAP26-1	ENSG00000197683	ENST00000360542	protein_coding	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LINC00205	ENSG00000223768	ENST00000433465	lincRNA	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
LINC01548	ENSG00000229086	ENST00000451980	lincRNA	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
LINC01548	ENSG00000229086	ENST00000637328	lincRNA	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
LIPI	ENSG00000188992	ENST00000344577	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
LIPI	ENSG00000188992	ENST00000536861	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
LIPI	ENSG00000188992	ENST00000614229	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
LLPHP2	ENSG00000235514	ENST00000436405	processed_pseudogene	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
LRRC3	ENSG00000160233	ENST00000291592	protein_coding	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LRRC3-AS1	ENSG00000229356	ENST00000426578	antisense	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LTN1	ENSG00000198862	ENST00000361371	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0
LTN1	ENSG00000198862	ENST00000389194	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0
LTN1	ENSG00000198862	ENST00000389195	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0
LTN1	ENSG00000198862	ENST00000483326	nonsense_mediated_decay	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
LTN1	ENSG00000198862	ENST00000614971	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0
MIR3156-3	ENSG00000266211	ENST00000580304	miRNA	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
MIR99AHG	ENSG00000215386	ENST00000400178	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MIR99AHG	ENSG00000215386	ENST00000456342	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MIR99AHG	ENSG00000215386	ENST00000602580	lincRNA	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
MIR99AHG	ENSG00000215386	ENST00000602935	lincRNA	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
MIR99AHG	ENSG00000215386	ENST00000619222	lincRNA	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
MIR99AHG	ENSG00000215386	ENST00000635845	lincRNA	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
MORC3	ENSG00000159256	ENST00000400485	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0
MORC3	ENSG00000159256	ENST00000484028	retained_intron	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MORC3	ENSG00000159256	ENST00000485299	processed_transcript	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
MORC3	ENSG00000159256	ENST00000485933	retained_intron	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MORC3	ENSG00000159256	ENST00000487909	processed_transcript	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0
MORC3	ENSG00000159256	ENST00000492336	retained_intron	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MRPL39	ENSG00000154719	ENST00000307301	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MRPL39	ENSG00000154719	ENST00000352957	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MRPL39	ENSG00000154719	ENST00000419219	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MRPS6	ENSG00000243927	ENST00000399312	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0
MRPS6	ENSG00000243927	ENST00000477091	processed_transcript	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0
MRPS6	ENSG00000243927	ENST00000488492	processed_transcript	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0
NCAM2	ENSG00000154654	ENST00000284894	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
NCAM2	ENSG00000154654	ENST00000400546	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PAXBP1	ENSG00000159086	ENST00000290178	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PAXBP1	ENSG00000159086	ENST00000331923	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PAXBP1	ENSG00000159086	ENST00000421049	nonsense_mediated_decay	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PAXBP1	ENSG00000159086	ENST00000443785	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PAXBP1	ENSG00000159086	ENST00000445049	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PAXBP1	ENSG00000159086	ENST00000466846	retained_intron	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PAXBP1	ENSG00000159086	ENST00000497873	retained_intron	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PAXBP1-AS1	ENSG00000238197	ENST00000440052	antisense	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PCBP3	ENSG00000183570	ENST00000400304	protein_coding	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
PCBP3	ENSG00000183570	ENST00000400305	protein_coding	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
PCBP3	ENSG00000183570	ENST00000400308	protein_coding	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
PCBP3	ENSG00000183570	ENST00000400309	protein_coding	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
PCBP3	ENSG00000183570	ENST00000400310	protein_coding	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
PCBP3	ENSG00000183570	ENST00000400314	protein_coding	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
PCBP3	ENSG00000183570	ENST00000449640	protein_coding	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
PCBP3	ENSG00000183570	ENST00000468429	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PCBP3	ENSG00000183570	ENST00000498121	retained_intron	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
PCBP3	ENSG00000183570	ENST00000549265	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PDE9A	ENSG00000160191	ENST00000291539	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PDE9A	ENSG00000160191	ENST00000328862	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PDE9A	ENSG00000160191	ENST00000335440	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PDE9A	ENSG00000160191	ENST00000335512	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PDE9A	ENSG00000160191	ENST00000349112	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PDE9A	ENSG00000160191	ENST00000380328	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PDE9A	ENSG00000160191	ENST00000398224	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PDE9A	ENSG00000160191	ENST00000398225	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PDE9A	ENSG00000160191	ENST00000398227	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PDE9A	ENSG00000160191	ENST00000398229	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PDE9A	ENSG00000160191	ENST00000398232	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PDE9A	ENSG00000160191	ENST00000398234	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PDE9A	ENSG00000160191	ENST00000398236	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PDE9A	ENSG00000160191	ENST00000460989	processed_transcript	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PDE9A	ENSG00000160191	ENST00000462571	processed_transcript	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PDE9A	ENSG00000160191	ENST00000466472	processed_transcript	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PDE9A	ENSG00000160191	ENST00000467403	processed_transcript	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PDE9A	ENSG00000160191	ENST00000468805	processed_transcript	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PDE9A	ENSG00000160191	ENST00000470987	processed_transcript	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PDE9A	ENSG00000160191	ENST00000489319	retained_intron	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PDE9A	ENSG00000160191	ENST00000490803	processed_transcript	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PDE9A	ENSG00000160191	ENST00000495343	processed_transcript	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PDE9A	ENSG00000160191	ENST00000495521	processed_transcript	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PDE9A	ENSG00000160191	ENST00000497805	processed_transcript	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PKNOX1	ENSG00000160199	ENST00000291547	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PKNOX1	ENSG00000160199	ENST00000418336	retained_intron	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PKNOX1	ENSG00000160199	ENST00000432907	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PKNOX1	ENSG00000160199	ENST00000456957	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
PKNOX1	ENSG00000160199	ENST00000480179	retained_intron	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PKNOX1	ENSG00000160199	ENST00000560448	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PTTG1IP	ENSG00000183255	ENST00000330938	protein_coding	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
PTTG1IP	ENSG00000183255	ENST00000397886	protein_coding	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
PTTG1IP	ENSG00000183255	ENST00000397887	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PTTG1IP	ENSG00000183255	ENST00000445724	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PTTG1IP	ENSG00000183255	ENST00000474737	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
PTTG1IP	ENSG00000183255	ENST00000480234	processed_transcript	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTTG1IP	ENSG00000183255	ENST00000494690	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
RNU6-614P	ENSG00000207097	ENST00000384369	snRNA	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	2
RNU6-954P	ENSG00000223287	ENST00000411355	snRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RP1-100J12.1	ENSG00000273254	ENST00000608809	antisense	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
RPL8P2	ENSG00000225267	ENST00000430538	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
RRP1B	ENSG00000160208	ENST00000340648	protein_coding	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
RRP1B	ENSG00000160208	ENST00000470886	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
RUNX1	ENSG00000159216	ENST00000300305	protein_coding	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
RUNX1	ENSG00000159216	ENST00000344691	protein_coding	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
RUNX1	ENSG00000159216	ENST00000399240	protein_coding	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
RUNX1	ENSG00000159216	ENST00000437180	protein_coding	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
RUNX1	ENSG00000159216	ENST00000482318	nonsense_mediated_decay	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
SCAF4	ENSG00000156304	ENST00000286835	protein_coding	0	0	2	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0
SCAF4	ENSG00000156304	ENST00000399804	protein_coding	0	0	2	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0
SCAF4	ENSG00000156304	ENST00000434667	protein_coding	0	0	2	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0
SCAF4	ENSG00000156304	ENST00000467731	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
SLC37A1	ENSG00000160190	ENST00000352133	protein_coding	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
SLC37A1	ENSG00000160190	ENST00000398341	protein_coding	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
SLC5A3	ENSG00000198743	ENST00000381151	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX19P1	ENSG00000228184	ENST00000444901	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
SOD1	ENSG00000142168	ENST00000270142	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SOD1	ENSG00000142168	ENST00000389995	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SOD1	ENSG00000142168	ENST00000470944	processed_transcript	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SOD1	ENSG00000142168	ENST00000476106	processed_transcript	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SON	ENSG00000159140	ENST00000290239	miRNA	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
SON	ENSG00000159140	ENST00000300278	protein_coding	0	0	2	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0
SON	ENSG00000159140	ENST00000356577	protein_coding	0	0	2	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0
SON	ENSG00000159140	ENST00000381679	protein_coding	0	0	2	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0
SON	ENSG00000159140	ENST00000381692	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0
SON	ENSG00000159140	ENST00000421541	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SON	ENSG00000159140	ENST00000436227	protein_coding	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2
SON	ENSG00000159140	ENST00000455528	nonsense_mediated_decay	0	0	2	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0
SON	ENSG00000159140	ENST00000475072	retained_intron	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SON	ENSG00000159140	ENST00000492229	processed_transcript	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SUMO3	ENSG00000184900	ENST00000332859	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
SUMO3	ENSG00000184900	ENST00000397893	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
SUMO3	ENSG00000184900	ENST00000397898	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
SUMO3	ENSG00000184900	ENST00000411651	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
SUMO3	ENSG00000184900	ENST00000466861	retained_intron	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
SUMO3	ENSG00000184900	ENST00000479153	processed_transcript	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
SYNJ1	ENSG00000159082	ENST00000357345	protein_coding	0	2	2	4	0	0	0	0	0	0	6	2	0	0	0	2	0	0
SYNJ1	ENSG00000159082	ENST00000382491	protein_coding	0	2	2	4	0	0	0	0	0	0	6	2	0	0	0	2	0	0
SYNJ1	ENSG00000159082	ENST00000382499	protein_coding	0	2	2	4	0	0	0	0	0	0	6	2	0	0	0	2	0	0
SYNJ1	ENSG00000159082	ENST00000418301	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SYNJ1	ENSG00000159082	ENST00000429236	protein_coding	0	2	0	2	0	0	0	0	0	0	4	0	0	0	0	2	0	0
SYNJ1	ENSG00000159082	ENST00000433931	protein_coding	0	2	2	4	0	0	0	0	0	0	6	2	0	0	0	2	0	0
SYNJ1	ENSG00000159082	ENST00000438952	protein_coding	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	2
SYNJ1	ENSG00000159082	ENST00000456084	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SYNJ1	ENSG00000159082	ENST00000467445	retained_intron	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SYNJ1	ENSG00000159082	ENST00000630077	protein_coding	0	2	2	4	0	0	0	0	0	0	6	2	0	0	0	2	0	0
TIAM1	ENSG00000156299	ENST00000286827	protein_coding	0	2	2	2	0	0	0	0	0	0	2	2	0	0	0	0	2	0
TIAM1	ENSG00000156299	ENST00000423206	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
TIAM1	ENSG00000156299	ENST00000469412	processed_transcript	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
TIAM1	ENSG00000156299	ENST00000491927	retained_intron	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TIAM1	ENSG00000156299	ENST00000541036	protein_coding	0	2	2	2	0	0	0	0	0	0	2	2	0	0	0	0	2	0
TIAM1	ENSG00000156299	ENST00000636887	protein_coding	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
TIMM9P2	ENSG00000232608	ENST00000419324	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TMPRSS15	ENSG00000154646	ENST00000284885	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
TMPRSS2	ENSG00000184012	ENST00000332149	protein_coding	0	2	0	6	2	0	0	0	0	0	4	0	0	0	0	0	2	0
TMPRSS2	ENSG00000184012	ENST00000398585	protein_coding	0	2	0	6	2	0	0	0	0	0	4	0	0	0	0	0	2	0
TMPRSS2	ENSG00000184012	ENST00000454499	protein_coding	0	2	0	6	0	0	0	0	6	0	0	0	0	0	0	0	2	0
TMPRSS2	ENSG00000184012	ENST00000458356	protein_coding	0	2	0	6	0	0	0	0	2	0	4	0	0	0	0	0	2	0
